Game Name,System Full,Units(m),Publisher,Developer,Release Date
Interstellar Marines,PlayStation 3,0,Unknown,Zero Point Software,
Madden NFL 16,PlayStation 3,0.81,EA Sports,EA Tiburon,25/08/2015
"Warhammer 40,000: Space Marine",PlayStation 3,0.45,THQ,Relic Entertainment,6/9/2011
Of Orcs and Men,PlayStation 3,0,Focus Home Interactive,Cyanide Studio,11/10/2012
NHL 2K8,PlayStation 3,0.09,2K Sports,Kush Games,10/9/2007
Life is Strange,PlayStation 3,0,Square Enix,DONTNOD Entertainment,30/01/2015
MotorStorm: Apocalypse,PlayStation 3,0.49,Sony Computer Entertainment,Evolution Studios,3/5/2011
Natsuiro High School: Seishun Hakusho,PlayStation 3,0.02,D3Publisher,Unknown,4/6/2015
Sacred 3,PlayStation 3,0.11,Deep Silver,Keen Games,29/07/2014
Deadpool,PlayStation 3,0.47,Activision,High Moon Studios,25/06/2013
JoJo's Bizarre Adventure: Eyes of Heaven,PlayStation 3,0.04,Namco Bandai Games,Namco Bandai Games,17/12/2015
WRC 3: FIA World Rally Championship,PlayStation 3,0,Namco,Unknown,26/03/2013
Rune Factory: Tides of Destiny,PlayStation 3,0.23,Natsume,Neverland Company,11/10/2011
The Warriors,PlayStation 3,0,Rockstar Games,Unknown,28/05/2013
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PlayStation 3,0.04,Namco Bandai Games,Bandai Namco Games,25/02/2016
SSX,PlayStation 3,0.92,EA Sports,EA Canada,28/02/2012
Tour de France 2011,PlayStation 3,0,Unknown,Cyanide Studio,
Dragon Fantasy Book II,PlayStation 3,0,The Muteki Corporation,Unknown,1/1/2014
Major League Baseball 2K8,PlayStation 3,0.31,2K Sports,Kush Games,3/3/2008
Rock Revolution,PlayStation 3,0.27,Konami,Zoe Mode / HB Studios,14/10/2008
Diablo III: Ultimate Evil Edition,PlayStation 3,0,Blizzard Entertainment,Blizzard Entertainment,19/08/2014
Heavy Fire: Afghanistan,PlayStation 3,0.19,Mastiff,Teyon Entertainment,18/11/2011
Guitar Hero: Smash Hits,PlayStation 3,0.35,Activision,Neversoft Entertainment,16/06/2009
2nd Super Robot Wars Original Generation,PlayStation 3,0.3,Namco Bandai Games,TOSE,29/11/2012
Fight Night Round 3,PlayStation 3,1.67,EA Sports,EA Chicago,5/12/2006
One Piece Unlimited World: Red,PlayStation 3,0.29,Namco Bandai Games,Ganbarion,8/7/2014
DiRT 3,PlayStation 3,1.06,Codemasters,Codemasters,24/05/2011
Winning Post 7 2010,PlayStation 3,0.07,Tecmo Koei,Tecmo Koei Games,22/09/2010
The IdolM@ster: Gravure For You! Vol. 9,PlayStation 3,0.02,Namco Bandai Games,Namco Bandai Games,28/06/2012
Def Jam Rapstar,PlayStation 3,0.35,Konami,4mm Games / Terminal Reality,5/10/2010
Hitman: HD Trilogy,PlayStation 3,0.21,Square Enix,Unknown,29/01/2013
TimeShift,PlayStation 3,0.16,Sierra Entertainment,Saber Interactive,19/11/2007
Battlefield: Hardline,PlayStation 3,0.46,Electronic Arts,EA DICE,17/03/2015
Red Faction: Armageddon,PlayStation 3,0.46,THQ,Volition Inc.,7/6/2011
The Voice,PlayStation 3,0.07,Activision,Zoe Mode,21/10/2014
CSI: Fatal Conspiracy,PlayStation 3,0.19,Ubisoft,Telltale Games,26/10/2010
Hogs of War,PlayStation 3,0,Infogrames,Unknown,19/03/2013
Sega Rally Revo,PlayStation 3,0.63,Sega,Sega Racing Studio,9/10/2007
Gundam Breaker 2,PlayStation 3,0.15,Namco Bandai Games,Namco Bandai Games,18/12/2014
Driver: San Francisco,PlayStation 3,0.95,Ubisoft,Ubisoft Reflections,6/9/2011
Rugby League Live 3,PlayStation 3,0.01,Tru Blu Entertainment,Big Ant Studios,24/09/2015
Dynasty Warriors 7,PlayStation 3,0.91,Tecmo Koei,Omega Force,29/03/2011
History Channel: Battle for the Pacific,PlayStation 3,0,Activision Value,Unknown,19/02/2008
Uncharted: Drake's Fortune,PlayStation 3,4.97,Sony Computer Entertainment,Naughty Dog,16/11/2007
MLB 15: The Show,PlayStation 3,0.4,Sony Computer Entertainment America,SCE San Diego Studio,31/03/2015
Barbie and Her Sisters Puppy Rescue,PlayStation 3,0.01,Little Orbit,Little Orbit,3/11/2015
Mamoru-kun wa Norowarete Shimatta! Meikai Katsugeki Wide-Han,PlayStation 3,0,CyberFront,Gulti,31/03/2011
Puss in Boots,PlayStation 3,0.09,THQ,THQ,25/10/2011
Rocksmith 2014,PlayStation 3,1.05,Ubisoft,Ubisoft San Francisco,22/10/2013
Dark Sector,PlayStation 3,0.47,D3 Publisher,Digital Extremes,25/03/2008
Fifth Phantom Saga,PlayStation 3,0,Unknown,Sega,
BlazBlue: Central Fiction,PlayStation 3,0.12,Aksys Games,Arc System Works,1/11/2016
Dance on Broadway,PlayStation 3,0.09,Ubisoft,Longtail Studios,15/03/2011
WWE Brawl,PlayStation 3,0,Unknown,THQ,
Date A Live: Rine Utopia,PlayStation 3,0.04,Compile Heart,Compile Heart,27/06/2013
MLB 08: The Show,PlayStation 3,0.7,Sony Computer Entertainment,SCE San Diego Studio,4/3/2008
Rage,PlayStation 3,1.32,Bethesda Softworks,id Software,4/10/2011
NBA 2K10,PlayStation 3,0.84,2K Sports,Visual Concepts,6/10/2009
Bentley's Hackpack,PlayStation 3,0,Sony Computer Entertainment,Sony Computer Entertainment,5/2/2013
Risen 2: Dark Waters,PlayStation 3,0.23,Deep Silver,Piranha Bytes,31/07/2012
MLB Bobblehead Pros,PlayStation 3,0,Unknown,Konami,
Spelunky,PlayStation 3,0,Sony Computer Entertainment America,Unknown,27/08/2013
Saints Row 2,PlayStation 3,1.68,THQ,Volition Inc.,14/10/2008
Dynasty Warriors 6 Empires,PlayStation 3,0.34,KOEI,Omega Force,23/06/2009
Yakuza: Ishin,PlayStation 3,0.26,Sega,Sega,22/02/2014
SingStar Take That,PlayStation 3,0.31,Sony Computer Entertainment,SCEE London Studio,6/11/2009
Call of Duty: Black Ops II - Uprising Map Pack,PlayStation 3,0,Unknown,Treyarch,
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PlayStation 3,0.03,Unknown,Fields,9/6/2011
Family Game Night 4: The Game Show,PlayStation 3,0.12,Electronic Arts,Electronic Arts,1/11/2011
EyeCreate,PlayStation 3,0.08,Sony Computer Entertainment,London Studios,23/10/2007
Raven's Cry,PlayStation 3,0,TopWare Interactive,Reality Pump Studios,30/01/2015
Rengoku: The End of the Century,PlayStation 3,0,Unknown,Neverland,
Metal Gear Solid HD Collection,PlayStation 3,0.52,Konami,Bluepoint Games,8/11/2011
Gladiator VS,PlayStation 3,0,Unknown,Acquire,23/11/2011
Virtua Tennis 2009,PlayStation 3,0.38,Sega,Sumo Digital,9/6/2009
Helldivers,PlayStation 3,0,Sony Computer Entertainment,Arrowhead Game Studios,3/3/2015
The Saboteur,PlayStation 3,0.48,Electronic Arts,Pandemic Studios,8/12/2009
Top Gun: Hard Lock,PlayStation 3,0.03,505 Games,Headstrong Games,6/3/2012
R.U.S.E.,PlayStation 3,0.5,Ubisoft,Eugen Systems,7/9/2010
Resident Evil 4,PlayStation 3,0,Capcom,Unknown,20/09/2011
Madagascar 3: The Video Game,PlayStation 3,0,D3Publisher,Unknown,5/6/2012
Winning Post World 2010,PlayStation 3,0.04,KOEI,Koei,2/4/2010
Dead or Alive 5,PlayStation 3,0.65,Tecmo Koei,Team Ninja,17/02/2015
Call of Duty: World at War,PlayStation 3,5.43,Activision,Treyarch,10/11/2008
Pro Evolution Soccer 2017,PlayStation 3,0.27,Konami Digital Entertainment,PES Productions,13/09/2016
Rock Band Country Track Pack 2,PlayStation 3,0.07,MTV Games,Harmonix Music Systems,1/2/2011
Lollipop Chainsaw,PlayStation 3,0.67,Warner Bros. Interactive Entertainment,Grasshopper Manufacture,12/6/2012
Do Not Fall,PlayStation 3,0,XPEC Entertainment,Unknown,23/06/2013
Guitar Hero: Aerosmith,PlayStation 3,1,Activision,Neversoft,29/06/2008
NBA Live 09,PlayStation 3,0.52,Electronic Arts,EA Canada,7/10/2008
DanceDanceRevolution,PlayStation 3,0.19,Konami,Konami,16/11/2010
The Book of Unwritten Tales 2,PlayStation 3,0,Nordic Games,KING Art Games,22/09/2015
Atelier Meruru: Alchemist of Arland 3,PlayStation 3,0.24,NIS America,Gust,22/05/2012
Wipeout 2,PlayStation 3,0.12,Activision,Endemol,11/10/2011
Dragon Ball Z: Burst Limit,PlayStation 3,0.85,Atari,Dimps Corporation,10/6/2008
NBA 09: The Inside,PlayStation 3,0.15,Sony Computer Entertainment,SCE San Diego Studio,7/10/2008
Assassin's Creed Liberation HD,PlayStation 3,0,Ubisoft,Ubisoft Sofia,14/01/2014
BUZZ! Quiz World,PlayStation 3,0.92,Sony Computer Entertainment,Magenta Software,10/11/2009
BioShock Infinite: Burial at Sea - Episode Two,PlayStation 3,0,Unknown,Irrational Games,
Heavenly Sword 2,PlayStation 3,0,Unknown,Ninja Theory,
Fallout: New Vegas Ultimate Edition,PlayStation 3,0,Bethesda Softworks,Obsidian Entertainment,7/2/2012
Agarest Senki: Re-appearance,PlayStation 3,0.01,Unknown,Compile Heart,
Grand Theft Auto: San Andreas,PlayStation 3,0.01,Rockstar Games,Unknown,11/12/2012
Ar tonelico Qoga: Knell of Ar Ciel,PlayStation 3,0.24,NIS America,Gust,15/03/2011
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PlayStation 3,0.11,THQ,Unknown,7/12/2011
Terminator Salvation,PlayStation 3,0.53,Warner Bros. Interactive,GRIN,19/05/2009
Mahjong World Contest,PlayStation 3,0,8Floor,Unknown,24/02/2014
Transformers: War for Cybertron,PlayStation 3,0.5,Activision,High Moon Studios,22/06/2010
FIFA Street (2012),PlayStation 3,1.25,EA Sports,EA Canada,13/03/2012
Saints Row: The Third,PlayStation 3,2.48,THQ,Volition Inc.,15/11/2011
Time and Eternity,PlayStation 3,0.17,NIS America,imageepoch Inc.,16/07/2013
OlliOlli,PlayStation 3,0,Roll7,Roll7,22/07/2014
The Sims 3,PlayStation 3,2.03,Electronic Arts,The Sims Studio,26/10/2010
Call of Duty: Black Ops II,PlayStation 3,13.8,Activision,Treyarch,13/11/2012
Bakugan: Battle Brawlers,PlayStation 3,0.24,Activision,MTO,20/10/2009
Fist of the North Star: Ken's Rage 2,PlayStation 3,0.3,Tecmo Koei,Koei,5/2/2013
The Elder Scrolls IV: Oblivion,PlayStation 3,3.12,Bethesda Softworks,4J Studios,20/03/2007
MouseCraft,PlayStation 3,0,Unknown,Unknown,8/7/2014
Monster Jam: Path of Destruction,PlayStation 3,0.25,Activision,Virtuos,9/11/2010
WRC: FIA World Rally Championship,PlayStation 3,0.2,Unknown,Milestone S.r.l,
Jak and Daxter: The Precursor Legacy,PlayStation 3,0,SCEA,Unknown,7/2/2012
Agent,PlayStation 3,0,Rockstar Games,Rockstar North,31/12/2020
Darkstalkers Resurrection,PlayStation 3,0.03,Capcom,Iron Galaxy Studios,13/03/2013
NASCAR 08,PlayStation 3,0.23,EA Sports,EA Tiburon,23/07/2007
Derrick the Deathfin,PlayStation 3,0,Unknown,Unknown,9/10/2012
Dragon Ball: Raging Blast 2,PlayStation 3,0.83,Namco Bandai,Spike,2/11/2010
Nitroplus Blasterz: Heroines Infinite Duel,PlayStation 3,0.02,Xseed Games,Examu Inc.,2/2/2016
Buzz! The Ultimate Music Quiz,PlayStation 3,0.33,Sony Computer Entertainment,Relentless Software,15/10/2010
Tiger Woods PGA Tour 14,PlayStation 3,0.39,EA Sports,EA Tiburon,26/03/2013
Toybox Turbos,PlayStation 3,0,Codemasters,Codemasters,1/1/2015
The Sly Collection,PlayStation 3,0.69,Sony Computer Entertainment,Sanzaru Games,9/11/2010
Utawarerumono: Mask of Deception,PlayStation 3,0.06,Aqua Plus,Aqua Plus,24/09/2015
Borderlands: Game of the Year Edition,PlayStation 3,0.01,2K Games,Gearbox Software,12/10/2010
Hohokum,PlayStation 3,0,Sony Computer Entertainment,Honeyslug,12/8/2014
Dead Space,PlayStation 3,2,Electronic Arts,EA Redwood Shores,13/10/2008
Tales of Berseria,PlayStation 3,0.13,Namco Bandai Games,Namco Bandai Games,18/08/2016
Battlefield: Bad Company 2 Ultimate Edition,PlayStation 3,0,Electronic Arts,EA Digital Illusions CE,31/08/2010
Carnival Island,PlayStation 3,0.23,Sony Computer Entertainment,Magic Pixel Games,15/11/2011
Blood Knights,PlayStation 3,0,Unknown,Unknown,31/12/2020
Nobunaga's Ambition: Sphere of Influence,PlayStation 3,0,Tecmo Koei,Koei,1/9/2015
DJ Hero 2,PlayStation 3,0.78,Activision,FreeStyle Games,19/10/2010
Warriors Orochi 3,PlayStation 3,0.62,Tecmo Koei,Omega Force,20/03/2012
Killzone 3,PlayStation 3,2.81,Sony Computer Entertainment,Guerrilla Games,22/02/2011
Muv-Luv,PlayStation 3,0.01,5pb,Unknown,25/10/2012
Virtua Fighter 5,PlayStation 3,1.08,Sega,Sega-AM2,20/02/2007
Shin Megami Tensei: Persona 4,PlayStation 3,0,Atlus,Unknown,8/4/2014
Majin and the Forsaken Kingdom,PlayStation 3,0.29,Namco Bandai,Game Republic,23/11/2010
The Idolmaster: Gravure For You! Vol.8,PlayStation 3,0.02,Namco Bandai Games,Bandai Namco Games,24/05/2012
NieR,PlayStation 3,0.63,Square Enix,Cavia Inc.,27/04/2010
Retro City Rampage,PlayStation 3,0,Vblank Entertainment Inc.,Unknown,9/10/2012
Virtua Tennis 3,PlayStation 3,1.05,Sega,Sega-AM3,20/03/2007
Adventure Time: The Secret of the Nameless,PlayStation 3,0,Little Orbit,Unknown,1/1/2015
Bulletstorm,PlayStation 3,0.54,Electronic Arts,People Can Fly,22/02/2011
LEGO Dimensions,PlayStation 3,0.81,Warner Bros. Interactive Entertainment,Traveller's Tales,27/09/2015
WWE SmackDown vs. Raw 2011,PlayStation 3,1.09,THQ,JAKKS Pacific,26/10/2010
Bit.Trip Presents... Runner 2: Future Legend of Rhythm Alien,PlayStation 3,0,Unknown,Unknown,5/3/2013
Farming Simulator 2015,PlayStation 3,0.42,Focus Home Interactive,Giants Software,19/05/2015
Little League World Series Baseball 2010,PlayStation 3,0.08,Activision,Now Production,20/07/2010
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PlayStation 3,0.02,Namco Bandai Games,Unknown,25/06/2015
Top Spin 4,PlayStation 3,0.69,2K Sports,2K Czech,15/03/2011
Invizimals: The Lost Kingdom,PlayStation 3,0.02,Sony Computer Entertainment,Novarama,30/09/2014
Pro Evolution Soccer 2008,PlayStation 3,1.59,Konami,Konami,12/3/2008
Game of Thrones: A Telltale Games Series,PlayStation 3,0.04,Telltale Games,Telltale Games,17/11/2015
MOTOGP 13,PlayStation 3,0,Milestone,Unknown,17/06/2014
NASCAR 2011: The Game,PlayStation 3,0.27,Activision,Eutechnyx,29/03/2011
Dying Light,PlayStation 3,0,Warner Bros. Interactive Entertainment,Techland,27/01/2015
NCAA March Madness 08,PlayStation 3,0.09,EA Sports,EA Canada,11/12/2007
Lego Star Wars: The Force Awakens,PlayStation 3,0.35,Warner Bros. Interactive Entertainment,TT Fusion,28/06/2016
Major League Baseball 2K11,PlayStation 3,0.2,2K Sports,Visual Concepts,8/3/2011
Bejeweled 3,PlayStation 3,0.15,PopCap Games,PopCap Games,15/11/2011
Alien Rage,PlayStation 3,0,Unknown,Unknown,1/1/2014
Turok,PlayStation 3,0.67,Touchstone,Propaganda Games,5/2/2008
Mortal Kombat vs DC Universe,PlayStation 3,2.05,Midway Games,Midway Amusement Games,16/11/2008
Pro Evolution Soccer 2018,PlayStation 3,0.09,Konami Digital Entertainment,Konami Digital Entertainment,12/9/2017
SingStar Apres-Ski Party 2,PlayStation 3,0.08,Sony Computer Entertainment,SCEE London Studio,3/12/2010
Grand Slam Tennis 2,PlayStation 3,0.24,EA Sports,EA Sports,14/02/2012
Ore no Imouto ga Konna ni Kawaii wake ga Nai. Happy End,PlayStation 3,0.04,Namco Bandai Games,Banpresto,26/09/2013
GRID,PlayStation 3,1.1,Codemasters,Codemasters,3/6/2008
Ferrari Challenge Trofeo Pirelli,PlayStation 3,0,Activision,Eutechnyx,26/08/2008
NCAA Basketball 10,PlayStation 3,0.33,Electronic Arts,EA Canada,17/11/2009
Ratchet Deadlocked,PlayStation 3,0,Unknown,Insomniac Games,
Just Dance Kids 2,PlayStation 3,0.24,Ubisoft,Ubisoft,25/10/2011
007: Quantum of Solace,PlayStation 3,1.14,Activision,Treyarch,4/11/2008
Tom Clancy's EndWar,PlayStation 3,0.67,Ubisoft,Ubisoft Shanghai,4/11/2008
F1 2013,PlayStation 3,0.58,Codemasters,Codemasters Birmingham,8/10/2013
Chaotic: Shadow Warriors,PlayStation 3,0.17,Activision,Activision,17/11/2009
Disney Universe,PlayStation 3,0.62,Disney Interactive Studios,Disney Interactive Studios,25/10/2011
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,PlayStation 3,0,Unknown,Telltale Games,
Heroes Over Europe,PlayStation 3,0.16,Ubisoft,Transmission Games,15/09/2009
Ar nosurge: Ode to an Unborn Star,PlayStation 3,0.17,Tecmo Koei,Gust,23/09/2014
No More Heroes: Heroes' Paradise,PlayStation 3,0.2,Konami,FeelPlus,16/08/2011
Major League Baseball 2K12,PlayStation 3,0.2,Take-Two Interactive,"Visual Concepts, Ltd.",6/3/2012
Hannah Montana: The Movie,PlayStation 3,0.23,Disney Interactive Studios,n-Space,7/4/2009
Doctor Who: The Eternity Clock,PlayStation 3,0,BBC Worldwide,Unknown,23/05/2012
UFC Personal Trainer: The Ultimate Fitness System,PlayStation 3,0.22,THQ,THQ,28/06/2011
Far Cry 3,PlayStation 3,3.27,Ubisoft,Ubisoft Montreal,4/12/2012
adidas miCoach,PlayStation 3,0,Land Ho,Unknown,24/07/2012
Amphibian Man,PlayStation 3,0,Unknown,KDV Games,31/12/2020
The Legend of Spyro: Dawn of the Dragon,PlayStation 3,0.44,Vivendi Games,Etranges Libellules,21/10/2008
Winning Post 8 2016,PlayStation 3,0.02,Tecmo Koei,Koei Tecmo Games,31/03/2016
Scivelation,PlayStation 3,0,Unknown,Black Wing Foundation,
BioHazard 15th Anniversary Box,PlayStation 3,0,Capcom,Capcom,8/9/2011
Ratchet & Clank: Going Commando,PlayStation 3,0,Sony Computer Entertainment,Unknown,28/08/2012
The Incredible Hulk,PlayStation 3,0.26,Sega,Edge of Reality,5/6/2008
Aliens: Colonial Marines,PlayStation 3,0.64,Sega,Gearbox Software,12/2/2013
Arcania: Gothic 4,PlayStation 3,0,JoWood Productions,Spellbound Entertainment AG,13/08/2013
Ultra Street Fighter IV,PlayStation 3,0,Capcom,Capcom,5/8/2014
Cars 2,PlayStation 3,0.52,Disney Interactive Studios,Avalanche Software,21/06/2011
Final Fantasy X HD,PlayStation 3,0,Square Enix,Square Enix,
Plants vs Zombies: Garden Warfare,PlayStation 3,0.66,Electronic Arts,PopCap Games,19/08/2014
SBK Superbike World Championship,PlayStation 3,0.25,Conspiracy Entertainment,Milestone,10/3/2009
Wanted: Weapons of Fate,PlayStation 3,0.29,Warner Bros. Interactive,GRIN,24/03/2009
Monster Hunter Frontier G,PlayStation 3,0.05,Capcom,Capcom,20/11/2013
Cabela's Big Game Hunter 2010,PlayStation 3,0.4,Activision,Cauldron,29/09/2009
The Elder Scrolls V: Skyrim - Dragonborn,PlayStation 3,0,Bethesda Softworks,Bethesda Softworks,13/02/2013
Air Conflicts: Secret Wars,PlayStation 3,0.19,Kalypso,Games Farm,1/11/2011
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PlayStation 3,0.22,Namco Bandai,Bandai Namco Games,20/10/2011
BioShock,PlayStation 3,1.44,2K Games,2K Boston / 2K Australia / 2K Marin,21/10/2008
To End All Wars,PlayStation 3,0,Unknown,Chemistry/Kuju Entertainment,
Final Exam,PlayStation 3,0,Focus Home Interactive,Mighty Rocket Studio,5/11/2013
PlayStation Move Ape Escape,PlayStation 3,0.04,Sony Computer Entertainment,SCE Japan Studio,5/7/2011
Dai-2-Ji Super Robot Taisen OG,PlayStation 3,0.22,Namco Bandai Games,TOSE,29/11/2012
Happy Charlie to Soratobu Carinval,PlayStation 3,0,Sony Computer Entertainment,Magic Pixel Games,1/12/2011
Need for Speed: Shift,PlayStation 3,2.65,Electronic Arts,Slightly Mad Studios,15/09/2009
Harem Tengoku da to Omottara Yandere Jigoku Datta,PlayStation 3,0.01,Nippon Ichi Software,Unknown,24/04/2014
Medal of Honor,PlayStation 3,2.82,Electronic Arts,EA Los Angeles,12/10/2010
Gekiatsu!! Pachi Game Damashi Max: Evangelion 7 x Seimei no Kodou,PlayStation 3,0.03,Fields,Fields,6/9/2012
Date A Live: Arusu Install,PlayStation 3,0.02,Compile Heart,Compile Heart,26/06/2014
Tom Clancy's Splinter Cell Double Agent / Rainbow Six Vegas Double Pack,PlayStation 3,0,Ubisoft,Unknown,30/03/2012
SingStar Mallorca Party,PlayStation 3,0.05,Sony Computer Entertainment,SCEE London Studio,13/07/2009
Hot Shots Golf: World Invitational,PlayStation 3,0.28,Sony Computer Entertainment,Clap Hanz,23/07/2013
Pro Yakyuu Spirits 4,PlayStation 3,0.07,Konami,PawaPuro Production,1/4/2007
Cel Damage,PlayStation 3,0,Electronic Arts,Unknown,22/04/2014
The Shoot,PlayStation 3,0.34,Sony Computer Entertainment,Cohort Studios,26/10/2010
Metal Gear Solid V: The Phantom Pain,PlayStation 3,0,Konami Digital Entertainment,Kojima Productions,1/9/2015
TRINITY: Souls of Zill O'll,PlayStation 3,0.14,Tecmo Koei,Omega Force,8/2/2011
Metal Gear Solid 3: Snake Eater,PlayStation 3,0,Konami Digital Entertainment,Unknown,8/11/2011
Transformers: The Game,PlayStation 3,0.4,Activision,Traveller's Tales,26/06/2007
Dynasty Warriors 8: Empires,PlayStation 3,0.09,Tecmo Koei,Unknown,1/4/2015
Hakuouki: Junsouroku,PlayStation 3,0.07,Aksys Games,Idea Factory,6/5/2014
Legend of Kay Anniversary,PlayStation 3,0,Nordic Games,Neon Studios,28/07/2015
Create,PlayStation 3,0.16,Electronic Arts,EA Bright Light,16/11/2010
Record of Agarest War,PlayStation 3,0.07,Ghostlight,Compile Heart,30/10/2009
Resident Evil: Revelations 2,PlayStation 3,0.3,Capcom,Capcom,24/02/2015
Ken to Mahou to Gakuen Mono. 3,PlayStation 3,0.07,Acquire,ZeroDiv,7/10/2010
Chaos;Child,PlayStation 3,0.02,5pb,5pb. Inc.,25/06/2015
Asura's Wrath,PlayStation 3,0.43,Capcom,CyberConnect2,21/02/2012
Plants vs. Zombies,PlayStation 3,0,Sony Computer Entertainment,Unknown,8/2/2011
Blazing Angels 2: Secret Missions of WWII,PlayStation 3,0.15,Ubisoft,Ubisoft Romania,6/11/2007
Unmechanical,PlayStation 3,0,Grip Games,Grip Games,10/2/2015
Star Trek,PlayStation 3,0,Unknown,Digital Extremes,
Wizardry Perfect Pack,PlayStation 3,0,Acquire,Acquire,8/12/2011
Dead Rising 2,PlayStation 3,1.37,Capcom,Blue Castle Games,28/09/2010
NASCAR '14,PlayStation 3,0.11,Deep Silver,Eutechnyx,18/02/2014
True Crime: Hong Kong,PlayStation 3,0,Unknown,United Front Games,
A Game of Dwarves,PlayStation 3,0,Unknown,Unknown,
WSC REAL 09: World Snooker Championship,PlayStation 3,0.01,Deep Silver,Blade Interactive,3/4/2009
Akatsuki no Goei Trinity,PlayStation 3,0.01,5pb,Syangrila,20/09/2012
How to Train Your Dragon 2,PlayStation 3,0.1,Little Orbit,Torus Games,10/6/2014
